City,Country,latitude,longitude,n_incidents,n_kill
Harath district,Saudi Arabia,16.770578,43.150917,1,3
Bam,Nigeria,10.973388,12.03524,1,0
Sohbar,India,25.213057,91.751144,1,0
Lamitan City,Philippines,6.660501,122.138992,1,0
Tall Rabiah,Iraq,35.087472,44.324648,1,1
Zaida,Pakistan,34.062465,72.476053,3,3
Tandkoi,Pakistan,34.068703,72.516046,1,1
Gurbaz Gagezai,Pakistan,34.569678,71.477386,1,0
Kata Qala,Afghanistan,35.912222,65.026986,1,0
Khest Pul,Afghanistan,35.953754,64.912579,1,0
Namuni Kampong,Indonesia,-2.533126,137.763757,1,1
Malhar,India,32.38648,75.517269,1,0
Gangse,Cameroon,11.155046,14.072689,1,2
Nasir Umrani,Pakistan,28.55942,68.165186,1,0
Shah Baig,Pakistan,28.490733,65.095779,1,0
Shah Mir Goth,Pakistan,28.490733,65.095779,1,0
Ranibandar,Bangladesh,25.650338,88.77704,1,0
Ghazi Amanullah Khan,Afghanistan,34.304498,70.653005,1,0
Tangaran,Nigeria,11.959847,5.986983,1,4
Mutimbuzi,Burundi,-3.285931,29.323806,1,2
Mugongomanga,Burundi,-3.465419,29.544269,1,0
Rashid Khel,Afghanistan,33.348042,68.568985,1,1
Kankaanpaa,Finland,61.798921,22.403358,1,0
Lucsohan,Philippines,9.942986,122.58252,1,1
San Calixto district,Colombia,8.401599,-73.208998,1,1
Markanar,India,19.928416,80.476676,3,2
Ri-Bhoi district,India,25.843157,91.985621,1,0
Khaniqa,Afghanistan,36.00218,65.362799,1,1
Achtum,Germany,52.148505,10.006316,1,0
Al-Wardiyah,Iraq,33.10008,44.583279,8,11
Ngakobo,Central African Republic,6.316822,20.712246,3,27
Salampur,Afghanistan,34.58947,70.645126,1,6
Porsam,India,23.937371,84.545807,1,0
Kata Chishma,Afghanistan,34.267748,65.209158,1,0
Chashma Sher,Afghanistan,36.060909,68.593811,8,27
Meanus,Ireland,52.511362,-8.608529,1,0
Sheikh Baba Gulono,Pakistan,34.535683,71.26848,1,0
Dekina,Nigeria,7.691977,7.047156,1,0
Kimba,Nigeria,11.509748,12.978912,2,16
Mast Qala,Afghanistan,33.666928,68.624263,1,0
Bindi Lari,Pakistan,25.894302,68.524715,1,0
Kondre Gram Panchayat,India,18.391134,81.659273,1,0
Rauma,Finland,61.130605,21.506717,1,0
Masa,Philippines,10.057497,123.436951,1,0
Canan,Philippines,17.699765,120.695704,1,1
Koulfoua,Chad,13.003044,14.738038,3,19
Alambre,Philippines,7.064167,125.468611,1,1
Lasanod,Somalia,8.475987,47.36576,1,1
Longiro,South Sudan,4.498611,32.298611,1,0
Norlane,Australia,-38.091417,144.357575,2,0
Takulashi,Nigeria,10.869205,12.847621,1,0
Giron district,Colombia,7.073968,-73.169265,1,2
Ejin Horo,China,39.564696,109.747881,1,0
Mashema,Nigeria,13.058752,6.66496,1,20
Bucha,Ukraine,50.553333,30.213517,1,0
Semthan,India,34.464378,74.737884,1,0
Karuvarakkundu,India,11.116589,76.33333,1,0
Altenburg,Germany,50.99312,12.436657,1,0
Pir Qadam,Afghanistan,32.076694,65.173805,1,12
Grisha,Pakistan,27.813057,66.611851,1,2
Kistaram,India,18.015097,81.051056,1,5
Grand Forks,United States,47.900053,-97.044649,1,0
Kuniyamal,India,11.758983,75.578613,1,0
Albu Ubayd,Iraq,34.646884,43.714248,1,0
Kahiri,Iran,26.9174,61.00202,1,1
Budaka,Uganda,1.015512,33.949915,1,0
Korra,India,20.863423,81.540444,2,1
Angelholm,Sweden,56.245748,12.863881,1,0
Jamshedpur district,India,22.80412,86.20336,1,1
Heide,Germany,54.195176,9.101902,3,0
Kamuya,Nigeria,11.509748,12.978912,3,9
Aleosan district,Philippines,7.188938,124.630337,3,0
Kurakhivka,Ukraine,48.027787,37.375221,1,0
Amdai,India,19.452948,81.326114,1,1
Kfar Luban,West Bank and Gaza Strip,32.036083,35.038277,1,0
Badrashin district,Egypt,29.850425,31.266833,1,1
Urbiztondo district,Philippines,15.815098,120.339908,1,1
Tampere,Finland,61.497157,23.760884,1,0
Gogoro,Mali,15.210205,-2.360035,1,0
Natun Bhurbandar,Bangladesh,22.694719,90.350714,1,0
Beqaa district,Lebanon,34.012545,36.173733,1,0
Damutan,Philippines,9.546316,122.519442,1,2
Mujejuru,Burundi,-3.481207,29.55171,1,29
Garileey,Somalia,3.503923,42.236244,1,5
Dissa,Sudan,15.83377,24.915629,1,0
Nankana Sahib,Pakistan,31.449918,73.699847,2,6
Sorsogon,Philippines,12.99271,124.014746,1,1
Noakhali district,Bangladesh,22.520529,91.135302,1,0
Muanza,Mozambique,-18.902568,34.790052,1,0
Mabini district,Philippines,7.282129,125.857401,1,3
Bala Dowri,Afghanistan,36.224865,69.143711,1,1
Loi Shalman,Pakistan,34.220425,71.226196,2,0
Simra Nizamat,India,26.226923,84.960072,2,0
Asikkala,Finland,61.172469,25.547158,1,0
Kangasala,Finland,61.463279,24.072342,1,0
Kandbagh,Afghanistan,34.271084,70.413473,1,1
Mangari,Nigeria,10.989777,12.153689,1,3
Warawara,Nigeria,10.612433,12.194783,1,20
Zawan,Nigeria,9.755131,8.875176,2,16
Burashika,Nigeria,10.140205,11.920387,1,6
Aman Kot,Afghanistan,34.965969,71.278229,1,4
Nagkour,Pakistan,26.098269,65.475736,1,3
Igcabugao,Philippines,10.716484,122.266241,2,0
Niono,Mali,14.226116,-5.975327,4,6
Onegara,India,23.539264,84.52484,1,1
Chowka,India,22.856126,86.012157,1,0
Girdi,Afghanistan,34.108604,70.666676,2,8
Bolpur,India,23.668412,87.682456,1,0
Dashti Qala,Afghanistan,37.150777,69.435143,1,1
Sapid,Philippines,16.856811,120.793674,1,0
Passi,Philippines,10.786173,122.206377,1,0
Bunawan Brook,Philippines,8.166853,125.999676,1,0
Kathapada,India,20.251027,85.982517,1,0
Parian,Philippines,14.214737,121.149886,1,0
Bukteng,South Sudan,8.364722,33.173889,1,19
Kumharbada,India,21.096881,81.030341,1,1
Dariyakona,India,21.096993,81.030222,1,1
Duwayzat,Iraq,36.356648,43.164,2,10
Modiin,Israel,31.898909,35.009003,2,0
Al-Jamhaliyah,Yemen,13.411003,43.627374,1,0
Mount Sabr district,Yemen,13.548424,44.052176,2,0
Mas,Yemen,15.819648,45.084788,1,15
Kharouba,Egypt,30.608472,33.617577,1,0
Metema,Ethiopia,12.954143,36.159446,2,19
Al-Basiyah,Iraq,30.11385,46.108814,1,0
Mkunumbi,Kenya,-2.327377,40.651182,1,1
Bulo Fuuley,Somalia,2.142441,45.09039,1,0
Bhaisepati,Nepal,27.649332,85.305866,1,0
Camalandaan,Philippines,9.942985,122.58252,1,1
Al-Anaz,Iraq,33.291976,44.06564,1,6
Albu Hawa,Iraq,33.164486,43.864934,1,5
Luhayb,Iraq,33.94857,44.915994,1,0
Al-Aswad,Iraq,33.978697,44.937106,1,0
Albu Musa,Iraq,33.94857,44.915994,2,2
Al-Khazer,Iraq,36.229574,42.236244,1,15
Dumez Sinjar,Iraq,36.314216,41.862443,1,0
Haut-Uele district,Democratic Republic of the Congo,3.575611,28.302749,1,3
Aziz Wardag,Afghanistan,33.557933,67.271573,1,0
Addi Arkay,Ethiopia,13.451821,38.059905,1,0
Bin Eifan,Yemen,15.771811,48.313383,1,0
Umran,Iraq,36.433522,43.37275,1,0
Pinabacdao district,Philippines,11.613123,124.986496,1,0
Djebel el-Wahch,Algeria,36.397392,6.658306,1,0
Qalandiyah,West Bank and Gaza Strip,31.861471,35.208427,11,5
Deh Hayyat,Afghanistan,34.370216,68.777229,1,4
Pookottumpadam,India,11.041301,76.082805,1,0
Calayo,Philippines,14.153689,120.609202,1,1
Kalia Atala,India,19.086975,84.28497,1,0
Kukal Dash,Afghanistan,36.814449,66.341461,2,15
Tarayza,Pakistan,32.969712,70.159273,1,3
Koh Sayad,Afghanistan,36.268806,64.850914,3,5
Chipakur,India,18.679257,82.257128,1,0
Kakpora,India,33.946835,74.929646,2,0
Mushki,Afghanistan,33.183947,68.137837,1,0
Indanan district,Philippines,5.989145,120.953212,1,0
Badrah district,Iraq,33.091707,45.977431,1,0
Kutus,Kenya,-0.573522,37.325277,1,0
Beit Sahur,West Bank and Gaza Strip,31.701906,35.22699,1,0
Tutow,Germany,53.918095,13.241622,1,0
Godendorf,Germany,53.257017,13.154248,1,0
Olek,Turkey,38.647452,42.355497,1,2
Madathakonda,India,18.113038,82.42832,2,1
Salingar,Afghanistan,34.716927,70.280212,1,2
Badapokharia,India,19.988452,85.483882,1,0
Jazan,Saudi Arabia,16.893194,42.57526,7,1
Laur district,Philippines,15.583012,121.183973,1,1
Pragatitole,Nepal,26.597074,87.167753,1,0
Jimeiza Tegaro,Sudan,11.648864,24.904221,1,0
Garseila,Sudan,12.385349,23.138853,2,0
Barire,Somalia,2.047631,44.897629,12,48
Mamdi district,Chad,13.003044,14.738038,2,7
Nana Sahib,Pakistan,30.149743,68.567836,1,1
Bukid,Philippines,12.339263,125.031507,1,1
Ilaya,Philippines,12.033378,123.200461,2,0
Erenas,Philippines,11.979516,124.825369,1,0
Ribat,Yemen,12.915171,44.976379,1,1
Beleusa,Democratic Republic of the Congo,-1.187525,29.445115,1,5
Nalapaan,Philippines,7.054,124.671997,2,0
Rodbar,Afghanistan,30.155504,62.594929,1,2
Beitillu,West Bank and Gaza Strip,31.977092,35.115483,1,0
Nguetchewe,Cameroon,10.999304,13.941953,3,16
Logone-et-Chari district,Cameroon,11.956077,14.84785,1,0
Taverdo,Philippines,6.743267,124.801695,1,0
Aqso,Afghanistan,35.986887,65.852964,1,11
Bitaugan,Philippines,8.540491,126.114476,4,1
Sur Dagai,Pakistan,34.550833,71.470833,1,3
Nilawaya,India,18.508819,81.355128,1,1
Suminao,Philippines,7.351838,125.467237,1,0
Datu Anggal district,Philippines,6.933333,124.333333,1,0
Al-Amiriya,Sudan,13.651708,24.103136,1,0
Gandamatu,Philippines,7.967402,124.349841,1,0
Aroman,Philippines,7.291291,124.786023,2,0
Banaba,Philippines,6.805967,124.530684,1,4
Paitan,Philippines,6.723,124.519997,3,3
Sagasa,Philippines,6.723,124.519996,1,0
Takal,Philippines,6.698899,124.544875,1,0
Talahandak,Mali,18.798683,1.831833,2,10
Borhanuddin district,Bangladesh,22.475003,90.716042,1,0
Wallerstein,Germany,48.889052,10.473614,2,0
Simsiman,Philippines,7.278525,124.4242,3,4
Hamidiya,Sudan,12.915491,23.478285,1,0
Ghorbandi,Afghanistan,36.100878,68.643674,1,0
Witu district,Kenya,-2.388649,40.438048,2,3
Badapadar,India,20.225002,85.418406,1,1
Kudumulgumma Raba,India,18.343586,81.882528,1,1
Malagakit,Philippines,7.27843,124.424696,4,4
Qasimabad,Afghanistan,34.467964,70.491493,1,1
Bai Mogholi,Afghanistan,36.114639,64.863374,2,1
Nadarabad,Afghanistan,35.927017,64.956856,1,1
Mashere,Democratic Republic of the Congo,-2.096872,28.904823,1,1
Bashkoy,Syria,36.039722,37.3075,1,72
Jabal al-Salb,Yemen,15.316891,44.474802,1,0
Tica,Mozambique,-19.410579,34.437147,1,0
Chin Swe Haw,Myanmar,22.036199,98.133856,1,3
Malolu,Democratic Republic of the Congo,-0.791773,29.045993,1,5
Tracy,United States,37.764563,-121.452503,1,0
Pariya,India,18.325329,81.429048,3,1
Iniligan,Philippines,11.001601,122.516703,1,0
Schlettau,Germany,50.557887,12.951953,1,0
Tubako,Somalia,2.207075,42.306941,1,0
Maaleh Shomron,West Bank and Gaza Strip,32.165406,35.069744,1,0
Aduwari,Nigeria,11.509748,12.978912,3,21
Jiddari Polo,Nigeria,11.831098,13.150967,2,2
Talkomari,Cameroon,11.043087,13.976607,1,1
Tillayya,India,23.663527,85.971322,1,0
Pargas,Finland,60.312206,22.288343,1,0
Tawakol,Iraq,33.94857,44.915994,6,8
Morrelganj,Bangladesh,22.449945,89.852945,2,0
Santol,Philippines,13.968324,121.10434,1,1
At Turbah,Yemen,13.212723,44.12413,1,3
Al-Layn,Iraq,34.929169,43.49326,1,2
Palan,Philippines,5.986263,121.041354,1,2
Kushari,Nigeria,11.273891,13.852064,1,2
Makhmur,Iraq,35.768353,43.588966,8,109
Uttar Harikhali,Bangladesh,23.186485,89.591488,1,0
Nowhata,Bangladesh,24.45685,88.615689,1,0
Sinak district,Indonesia,-3.798243,137.783489,1,0
Ban Luboyatoo,Thailand,6.166599,101.912363,1,0
Rom Sai,Thailand,6.034819,101.763778,2,1
Ban Ai Buena,Thailand,5.985195,101.779487,1,0
Isplinji,Pakistan,29.608364,67.051613,5,1
Jungal,Somalia,2.374467,42.076624,1,11
Terem,India,18.860831,80.721442,1,0
Peravurani,India,10.286068,79.200491,1,0
Mirkadim,Bangladesh,23.554222,90.492852,1,0
Kurigram district,Bangladesh,25.75704,89.625165,1,0
Tulsibari,India,26.498995,91.597898,1,0
Zhutovi,India,25.862989,93.753666,1,1
Al-Sherka,Iraq,33.435279,43.281158,1,40
Madhabdi district,Bangladesh,23.848101,90.670189,3,0
Namphanoy,Laos,18.9057,103.092,1,0
Al-Thawrah,Yemen,13.411003,43.627374,1,0
Dilla,Ethiopia,6.425773,38.278815,1,2
East Basak,Philippines,7.999676,124.299806,1,1
Zillah,Libya,28.546913,17.535864,3,8
Witpoortjie,South Africa,-26.163437,27.825236,1,1
Kathlore,India,32.244186,75.434659,1,1
Valence,France,44.93348,4.89236,1,0
Fuentebella,Philippines,13.735085,123.416094,1,0
Chirand,India,25.740541,84.824858,2,0
Gairong,India,26.033251,90.664969,1,0
Makkuana,Pakistan,31.386967,73.19986,1,0
Mandangre,India,25.330177,90.56345,1,0
Datu Salibo district,Philippines,7.018486,124.473881,9,7
Attamipara,India,18.493249,81.30689,1,0
Mazlagan,Sudan,11.957352,31.031789,1,14
Shultan,Afghanistan,34.973533,71.345586,1,3
Zer-e-Koh,Afghanistan,33.302887,62.158967,1,4
Princeton,United States,43.265841,-118.844083,1,0
Gomazai,Pakistan,26.134384,62.296852,5,2
Ceelshiil,Somalia,4.685335,46.622317,2,2
Hayy al-Jamiah,Iraq,33.055448,43.714248,2,9
Munshaat al-Muthanna,Iraq,34.533753,43.483738,1,0
Tal Masud,Iraq,36.229574,42.236244,1,3
Hakvasim,West Bank and Gaza Strip,31.532587,35.099625,1,0
Sirigiri,India,20.503291,82.604501,1,0
Okpaya,Nigeria,7.967393,8.054414,1,5
Udeni Ruwa,Nigeria,8.547828,7.7119,1,3
Loey Shalman,Pakistan,34.094312,71.145726,1,0
Kurana,Sri Lanka,7.19522,79.860072,1,0
Kalapahar,India,25.111981,93.955078,1,0
Farm Chahar,Afghanistan,34.262694,70.707774,1,15
Hor Dov,Israel,33.291512,35.723404,1,0
Izgeki,Nigeria,11.00121,13.328747,1,9
Toshia,Nigeria,10.86919,12.847792,1,0
Nangapa,India,25.651417,90.60741,1,1
Dreieich,Germany,50.029388,8.694832,1,0
Bhaudaha Chowk,Nepal,26.61635,86.702071,1,1
Jerrila,India,17.951783,82.304488,1,1
Manchangiputta,India,18.13407,82.618672,1,1
Nchiha,Nigeria,11.506466,12.966155,1,0
Shaut,Iraq,35.324825,43.766922,1,0
Haot,Iraq,35.324825,43.766922,1,0
Sondari,India,23.064821,85.273322,1,2
Tarrem,India,18.487408,80.974881,1,0
Bebedo,Mozambique,-19.349359,34.267474,1,0
Farhaniyeh,Syria,34.73133,36.710204,1,1
Ouro Mari,Cameroon,12.57511,14.454017,1,0
Dusong Machae,Thailand,6.231605,101.501419,1,1
Shaktoi,Pakistan,32.582086,70.06193,1,4
Dufis,Yemen,12.828622,44.796322,1,0
Zard Khak,Afghanistan,36.731911,70.14396,1,1
Mirtur,India,18.881486,81.152792,2,1
Zangal,Afghanistan,35.22645,71.528005,1,4
Beyoglu district,Turkey,41.038457,28.97006,1,0
Alif Berdi,Afghanistan,37.215806,68.996048,1,6
Ban Ba-ngo Ngueba,Thailand,6.142229,101.649514,1,0
Suq al-Thulatha,Libya,32.407892,14.622688,1,66
Anka,Sudan,14.685051,24.849351,1,0
Nuadihi,India,21.805176,83.606235,1,0
Chahar Shinghovi,Afghanistan,37.006789,66.071375,1,1
Maktab,Afghanistan,34.082722,70.666734,1,8
Buhodle,Somalia,8.237364,46.325939,1,0
Kaliajhola,India,19.006331,82.9993,1,2
Mullah Khan Sarai,Pakistan,32.320237,69.859741,1,0
Muskel,India,18.852033,81.487676,1,0
Danke,Cameroon,10.810451,14.637005,1,1
Haipang,Nigeria,9.539916,8.90002,1,1
Kharkai,Pakistan,34.503519,71.897614,1,1
Kuldan,Pakistan,25.334595,61.771954,3,9
Shabramant district,Egypt,29.929591,31.185928,1,2
Warsheekh,Somalia,2.299619,45.799469,1,1
Diya,Central African Republic,0,0,2,1
Bahian,India,31.978098,75.408713,1,0
As Salam,Iraq,34.821555,43.041724,2,11
Adava,India,19.495566,84.178966,1,0
Fontainebleau,France,48.405407,2.701303,1,0
Veneux-les-Sablons,France,48.377975,2.795174,1,0
Farwak Qala,Afghanistan,37.025057,66.356849,1,3
Sperkai,Afghanistan,33.564012,69.898946,1,1
Sungai Petani,Malaysia,5.642885,100.489173,1,0
Al-Asiri,Iraq,33.897803,44.813111,8,3
Dhangethi,Maldives,3.607756,72.955585,1,0
Bacuag district,Philippines,9.599928,125.633548,1,1
Manang Damlam,Thailand,6.643983,101.606264,1,1
Tolkomari,Cameroon,10.631559,14.658782,2,1
Az Zuhrah,Yemen,15.723243,42.997228,1,0
Jadidat ash Shatt,Iraq,33.843044,44.521936,1,3
Shaha Ali,Iraq,33.773349,45.14945,1,0
Saadiyat,Lebanon,33.692992,35.426272,1,0
Ayat,Egypt,29.620413,31.259259,1,0
Pipghati,India,24.533555,84.906028,1,0
El Shiil,Somalia,5.185013,46.825284,1,10
Kouyape,Cameroon,11.020321,13.966398,1,13
Opira,Democratic Republic of the Congo,0.816804,29.60425,2,6
Adam Kala,Afghanistan,31.829949,64.568109,1,11
Yabar,Yemen,13.71123,44.721627,1,0
Zafar,Yemen,13.714057,44.723055,1,0
Silkigre,India,25.513607,90.204298,1,0
Korgo,Sudan,13.965858,23.677052,1,0
Garjak,Afghanistan,37.201571,70.610402,1,1
Shir Kala,Afghanistan,33.225902,67.994949,1,3
Jagatsinghpur district,India,20.234637,86.382488,1,0
Maradah,Libya,29.202868,19.217541,3,3
Mirasol,Philippines,7.350978,124.555334,1,0
Wadi Kahlia,Libya,31.200335,16.584611,1,0
Um al-Qandil,Libya,30.907333,17.749748,2,0
Solani,Pakistan,25.849529,63.547325,1,0
Tall Kusaybah,Iraq,34.533753,43.483738,3,15
Goshaninuagon,India,19.528574,84.82515,1,0
Asira ash-Shamaliya,West Bank and Gaza Strip,32.251411,35.269363,1,1
Bargi,India,18.878271,83.168806,1,1
Safia,Sudan,11.276934,25.144072,1,0
Donki Kheir,Sudan,11.451127,25.154544,1,0
Manoligao,Philippines,8.939052,125.247994,1,1
Samastipur district,India,25.862459,85.781044,1,1
Djibo,Burkina Faso,14.093442,-1.634078,3,2
Tin Abao,Burkina Faso,15.002222,-0.349444,1,2
Kanoma,Nigeria,12.230719,6.298021,1,0
Warri South-West district,Nigeria,5.612642,5.201144,4,0
Gulab Taing,India,33.748807,74.878347,1,0
Kondatikarapada,India,18.880337,83.167584,1,1
Awpashak,Afghanistan,31.82012,64.567716,2,7
Adi Bagh,Afghanistan,31.81468,64.548236,1,0
Tuq al-Milh,Syria,36.950128,42.146324,1,3
Gata,Philippines,7.849859,124.339668,1,3
Aylsham,United Kingdom,52.796163,1.254633,3,0
Bughailiyeh,Syria,35.386971,40.088795,2,16
Ayyash,Syria,35.421021,40.051685,1,16
Rahim,Afghanistan,31.825517,64.594865,1,18
Sarchi,Afghanistan,31.645562,66.544168,1,4
Minanga,Philippines,16.878563,122.129079,1,0
Payyanur,India,12.110784,75.210315,2,0
Warri South district,Nigeria,5.517021,5.750006,3,6
Morales district,Colombia,8.271877,-73.873991,1,0
Cabangcalan,Philippines,11.868264,123.914873,1,1
Likooni,Somalia,3.036667,41.867222,1,0
Veena,India,26.283863,86.822229,1,0
Kabpangi,Philippines,6.964911,124.453883,1,0
Baugan,Philippines,0,0,1,1
Jamliya,Iraq,33.773349,45.14945,1,1
Bachuvaripalem,India,15.755863,80.314431,1,0
Boras,Sweden,57.721185,12.939799,1,0
New Raghzai,Pakistan,33.13437,70.734071,1,0
Manpur,India,21.186333,82.298903,2,0
Altenberg,Germany,50.765615,13.758394,1,0
Shidley,Somalia,4.072346,42.335101,1,0
Kulay Bato,Philippines,6.665912,122.154839,4,0
Gotpalli,India,18.635549,81.059742,1,1
Mahalang,Philippines,10.089791,122.868499,1,1
Koto Tuera,Thailand,6.491712,101.392511,2,2
Shiwar,Yemen,14.188971,44.002315,1,0
Al-Ahmul,Yemen,14.181738,43.988298,1,0
Tamboura,Central African Republic,5.178396,25.199341,2,0
Al-Tin,Iraq,34.880964,44.620763,1,1
Kunjak,Afghanistan,35.701718,63.843238,1,14
Khorab,Afghanistan,31.351011,63.944977,1,1
Ko Sathon,Thailand,6.215369,102.060403,2,0
Gwaltabi,India,24.917984,94.136162,1,0
Jamal Kala,Afghanistan,33.325372,68.422627,2,0
Mettupatti,India,10.048485,78.109407,1,0
Bouna,Mali,13.963601,-5.362496,1,1
Jagna-an,Philippines,12.566641,123.733356,1,1
Neikuppai,India,10.221595,78.53672,1,1
Qomchaq,Afghanistan,35.031577,68.784278,1,1
Rangeli,Nepal,26.461968,87.491294,1,2
Bakuma,Central African Republic,5.697955,22.783923,1,0
Kachay,Pakistan,29.036655,69.156609,1,0
Hashim,Pakistan,34.772984,71.265269,1,0
Ivimbo,Democratic Republic of the Congo,-0.791773,29.045993,1,3
Bardi,Sudan,13.970826,24.641444,1,0
Karnah,India,34.492931,74.280819,2,0
Edwards,Philippines,6.150281,124.783888,1,0
Admadpur,India,23.830864,87.691394,1,2
Jehanabad,India,25.226872,84.98988,1,0
Tandlianwala,Pakistan,31.033487,73.133652,1,0
Qamber Khel,Pakistan,33.822302,70.774356,1,6
Almon,West Bank and Gaza Strip,31.833081,35.296701,1,1
Sameli,India,18.555289,81.345462,1,0
Puro,Philippines,12.484005,123.382507,1,1
Yukharia,India,24.76008,86.336255,1,0
Tinajeros,Philippines,14.661927,120.957105,1,1
Mayangose,Democratic Republic of the Congo,0.492385,29.466795,4,16
Faqus,Egypt,30.730038,31.798835,1,3
Moulares,Tunisia,34.533023,8.366422,1,0
Sto Nino,Philippines,7.287739,122.072082,1,0
Sagana,Kenya,-0.669342,37.208016,1,0
Koh,Nigeria,9.458928,12.356703,1,3
Demsare,Nigeria,9.367063,12.549671,1,3
Tabongo,Nigeria,9.367308,12.549882,1,3
Fawure,Nigeria,9.36646,12.549974,1,2
Noyine,Nigeria,9.366552,12.549974,1,2
Ndikajam,Nigeria,9.366763,12.549974,1,2
Ban Salae Tolae,Thailand,6.38382,101.494395,1,0
Tando Mir Ali,Pakistan,27.087905,68.495659,1,0
Shatoor,Afghanistan,34.861392,69.6512,1,1
Charmestan,Afghanistan,32.689786,66.150592,1,10
Chhatarpur,India,24.373364,84.19353,2,0
Qaqchah,Afghanistan,35.022496,68.794608,1,1
Toong,Philippines,14.071155,120.761948,1,1
Tuno,Philippines,8.299322,123.584592,1,0
Qamar Din Karez,Pakistan,31.662077,68.40317,1,5
Jawu district,Nigeria,11.831098,13.150967,1,5
Hehya,Egypt,30.659786,31.588371,1,0
Mahabang Dahilig,Philippines,13.943898,120.881303,1,1
Kurum,India,23.738904,83.822661,1,0
Bushalingwa,Democratic Republic of the Congo,-0.741363,28.952781,1,0
Shahabuddin,Afghanistan,36.035538,68.643112,4,26
Likoley,Somalia,3.073392,41.554319,2,1
Reru Chowk,India,31.360413,75.591597,1,0
Lad Rymbai,India,25.372534,92.32579,1,0
Daliakhuji,India,19.622918,83.497771,1,0
Salegseg,Philippines,17.504723,121.102896,1,3
Al-Qaryah Al-Asriyah,Iraq,32.468191,44.550193,1,1
Inug-og,Philippines,7.046425,124.681815,2,0
Kuaghar,India,19.960063,83.986221,1,1
Palma Hill,Philippines,7.642085,125.629359,1,0
Sira Gul,Afghanistan,35.232371,71.362087,1,3
Abbazhai,Afghanistan,31.791829,64.565191,1,4
Sar Dara Ashtar Shehr,Afghanistan,35.12159,68.989182,1,0
Hatamuniguda,India,19.583711,83.500638,2,0
Givat Zeev,West Bank and Gaza Strip,31.863092,35.171032,1,0
Kasiyar,India,24.728837,79.559957,1,7
Banua,India,24.584417,84.410549,1,1
Totakhil,Afghanistan,36.329149,68.667292,1,1
Upper Tungawan,Philippines,7.541526,122.377398,1,1
New Sangbar,India,25.346916,93.017381,1,0
Albu Haiya,Iraq,33.587431,43.329466,1,4
Aqa Uolya,Afghanistan,34.09719,62.173084,1,2
Shah Mazar,Afghanistan,33.890622,68.944979,1,1
Samtah district,Saudi Arabia,16.596515,42.939034,1,0
Azian,Pakistan,26.100082,62.24798,1,1
Chitrakoot district,India,25.065807,81.085714,1,0
Sinjavi,Pakistan,30.288919,68.349979,2,0
Kpongbokiri,Nigeria,4.401181,6.28094,1,0
Bachki Jani Khel,Pakistan,32.881176,70.946803,1,0
Hind Khel,Pakistan,32.800575,70.49556,2,0
Karkamis,Turkey,36.833508,38.000553,5,0
Thaijuari,India,25.556608,92.969476,1,0
Makak,South Sudan,8.40809,33.187128,1,24
Al-Kurfat Al-Saba,Libya,31.940341,22.63143,1,0
Mahasen,Saudi Arabia,21.957183,50.754611,1,5
Chemnitz,Germany,50.827845,12.92137,2,0
Bardere district,Somalia,2.339047,42.288006,3,2
Qader Karam,Iraq,35.446676,44.343306,1,0
Shwan,Iraq,35.736772,44.484363,1,0
Wali Karam Hadeera,Afghanistan,31.595158,64.376243,1,0
Casisang,Philippines,8.139037,125.124999,4,3
Lagunitas,Philippines,8.087957,125.131226,1,0
Ismetpasa,Turkey,37.519074,42.452282,1,1
Dalori,Nigeria,11.761901,13.266306,10,112
Shergarh,Pakistan,34.384699,71.920957,1,0
Buma,Nigeria,10.331755,12.178286,1,5
Al-Sajjariyah,Iraq,33.587431,43.329466,2,8
Sahra,Afghanistan,33.372741,69.848627,1,1
Huta,Yemen,13.168529,44.827717,1,3
Nduma,Democratic Republic of the Congo,3.000401,27.851546,2,0
Al-Bawkirah,Yemen,13.168248,43.742406,1,0
Taupadar,India,18.854199,82.737644,1,0
Guite,Chad,13.450486,14.733981,1,3
Miterine,Chad,13.449147,14.734772,1,4
Beit Ur al-Tahta,West Bank and Gaza Strip,31.895181,35.083874,1,0
Kasuguda,India,18.629994,82.971984,1,0
Borabandha,India,18.633968,82.98913,1,0
Ballybrit,Ireland,53.290149,-8.997912,1,0
Chatlapar,India,25.740039,89.873729,1,0
Mallom Bomdier,India,24.630422,93.759936,1,0
Hun,Libya,29.1187,15.954073,1,0
Tekadodha,India,20.388861,81.097718,1,0
Ghur Ismailzai,Pakistan,31.826483,69.370756,1,3
Salit,West Bank and Gaza Strip,32.242589,35.051258,1,1
Niafunke district,Mali,15.82758,-4.436726,1,0
Tulkana,Iraq,33.93238,44.859962,1,3
Gabunan,Philippines,8.137645,125.12649,1,0
Nazim Taqseem,Iraq,32.559761,41.919647,1,0
Hussainkhel,Afghanistan,36.025482,68.674995,2,4
Goniambari,Nigeria,11.70719,12.51775,1,6
Achakzai,Afghanistan,32.569997,65.439348,1,3
Kaliviri,Democratic Republic of the Congo,4.058796,27.113056,1,1
Ronga Ronga,Sudan,13.185236,23.862729,1,2
Beilei,Sudan,13.651502,24.090632,1,1
Oberhausen,Germany,51.496334,6.863776,1,0
Balor,Thailand,6.729751,101.602926,1,1
Marj Khawkha,Syria,35.695846,36.150798,1,1
Basos,Afghanistan,36.712168,69.08671,6,0
